City,Date,Month,Predicted Temperature (°C),Predicted Units Consumed (kWh)
Murwara,2025-05-17,May,39.17,746.38
Murwara,2025-05-18,May,35.71,645.69
Murwara,2025-05-19,May,38.5,722.87
Murwara,2025-05-20,May,43.53,636.97
Murwara,2025-05-21,May,39.89,728.17
Murwara,2025-05-22,May,37.65,694.27
Murwara,2025-05-23,May,40.22,729.26
Murwara,2025-05-24,May,38.77,747.18
Murwara,2025-05-25,May,36.81,710.27
Murwara,2025-05-26,May,38.28,574.97
Murwara,2025-05-27,May,36.94,739.49
Murwara,2025-05-28,May,39.23,743.16
Murwara,2025-05-29,May,40.59,734.31
Murwara,2025-05-30,May,42.95,569.11
Murwara,2025-05-31,May,43.62,605.32
Murwara,2025-06-01,June,41.36,728.39
Murwara,2025-06-02,June,41.75,743.52
Murwara,2025-06-03,June,36.4,659.86
Murwara,2025-06-04,June,39.61,565.69
Murwara,2025-06-05,June,38.45,694.64
Murwara,2025-06-06,June,35.75,735.53
Murwara,2025-06-07,June,41.41,652.26
Murwara,2025-06-08,June,36.56,720.47
Murwara,2025-06-09,June,39.5,599.27
Murwara,2025-06-10,June,41.51,563.18
Murwara,2025-06-11,June,40.05,736.57
Murwara,2025-06-12,June,39.56,638.63
Murwara,2025-06-13,June,36.4,623.85
Murwara,2025-06-14,June,34.33,700.79
Murwara,2025-06-15,June,41.35,716.34
Murwara,2025-06-16,June,39.15,659.87
Murwara,2025-06-17,June,36.51,698.58
Murwara,2025-06-18,June,38.96,626.58
Murwara,2025-06-19,June,34.02,691.61
Murwara,2025-06-20,June,41.18,714.34
Murwara,2025-06-21,June,35.81,712.07
Murwara,2025-06-22,June,42.14,637.53
Murwara,2025-06-23,June,40.13,678.23
Murwara,2025-06-24,June,41.86,692.81
Murwara,2025-06-25,June,40.47,689.39
Murwara,2025-06-26,June,43.1,581.58
Murwara,2025-06-27,June,34.15,631.48
Murwara,2025-06-28,June,39.39,646.52
Murwara,2025-06-29,June,36.04,636.85
Murwara,2025-06-30,June,42.23,724.62
Murwara,2025-07-01,July,40.3,578.73
Murwara,2025-07-02,July,40.71,677.43
Murwara,2025-07-03,July,39.26,748.91
Murwara,2025-07-04,July,36.05,748.68
Murwara,2025-07-05,July,39.06,550.5
Murwara,2025-07-06,July,41.27,678.43
Murwara,2025-07-07,July,43.03,651.4
Murwara,2025-07-08,July,38.74,683.42
Murwara,2025-07-09,July,34.4,656.03
Murwara,2025-07-10,July,36.86,672.65
Murwara,2025-07-11,July,38.62,720.28
Murwara,2025-07-12,July,40.06,642.43
Murwara,2025-07-13,July,42.42,733.13
Murwara,2025-07-14,July,43.52,568.91
Murwara,2025-07-15,July,36.83,603.61
Murwara,2025-07-16,July,35.29,574.77
Murwara,2025-07-17,July,41.27,713.48
Murwara,2025-07-18,July,35.24,599.97
Murwara,2025-07-19,July,42.26,562.17
Murwara,2025-07-20,July,43.12,692.68
Murwara,2025-07-21,July,39.25,680.26
Murwara,2025-07-22,July,41.48,725.38
Murwara,2025-07-23,July,36.92,676.83
Murwara,2025-07-24,July,35.45,672.26
Murwara,2025-07-25,July,34.95,702.07
Murwara,2025-07-26,July,39.45,737.59
Murwara,2025-07-27,July,34.46,715.21
Murwara,2025-07-28,July,37.17,624.61
Murwara,2025-07-29,July,42.38,625.95
Murwara,2025-07-30,July,39.89,704.65
Murwara,2025-07-31,July,35.73,673.18
Murwara,2025-08-01,August,29.58,510.3
Murwara,2025-08-02,August,33.54,541.01
Murwara,2025-08-03,August,34.75,495.09
Murwara,2025-08-04,August,31.02,536.34
Murwara,2025-08-05,August,29.67,532.64
Murwara,2025-08-06,August,30.47,456.05
Murwara,2025-08-07,August,34.21,581.13
Murwara,2025-08-08,August,29.32,546.26
Murwara,2025-08-09,August,29.97,462.35
Murwara,2025-08-10,August,32.52,513.93
Murwara,2025-08-11,August,29.14,562.21
Murwara,2025-08-12,August,30.91,450.62
Murwara,2025-08-13,August,30.28,496.18
Murwara,2025-08-14,August,30.02,581.04
Murwara,2025-08-15,August,34.01,458.59
Murwara,2025-08-16,August,32.5,525.28
Murwara,2025-08-17,August,30.59,481.26
Murwara,2025-08-18,August,30.28,569.05
Murwara,2025-08-19,August,33.47,478.89
Murwara,2025-08-20,August,34.04,457.04
Murwara,2025-08-21,August,31.02,471.98
Murwara,2025-08-22,August,28.84,496.5
Murwara,2025-08-23,August,29.2,572.82
Murwara,2025-08-24,August,32.45,499.75
Murwara,2025-08-25,August,28.27,501.22
Murwara,2025-08-26,August,33.58,598.42
Murwara,2025-08-27,August,30.77,561.88
Murwara,2025-08-28,August,30.66,487.55
Murwara,2025-08-29,August,30.28,473.74
Murwara,2025-08-30,August,29.87,486.35
Murwara,2025-08-31,August,28.26,501.95
Murwara,2025-09-01,September,30.61,515.89
Murwara,2025-09-02,September,34.05,467.09
Murwara,2025-09-03,September,32.85,478.39
Murwara,2025-09-04,September,34.51,498.48
Murwara,2025-09-05,September,32.15,558.6
Murwara,2025-09-06,September,31.37,473.01
Murwara,2025-09-07,September,32.37,460.36
Murwara,2025-09-08,September,32.3,543.61
Murwara,2025-09-09,September,31.29,589.99
Murwara,2025-09-10,September,33.11,536.41
Murwara,2025-09-11,September,33.12,583.31
Murwara,2025-09-12,September,32.77,571.58
Murwara,2025-09-13,September,33.36,526.62
Murwara,2025-09-14,September,33.15,525.03
Murwara,2025-09-15,September,33.48,587.11
Murwara,2025-09-16,September,32.07,489.59
Murwara,2025-09-17,September,30.46,463.16
Murwara,2025-09-18,September,32.05,599.53
Murwara,2025-09-19,September,34.85,563.95
Murwara,2025-09-20,September,33.08,514.28
Murwara,2025-09-21,September,34.69,573.25
Murwara,2025-09-22,September,29.81,570.72
Murwara,2025-09-23,September,33.76,541.01
Murwara,2025-09-24,September,30.23,563.09
Murwara,2025-09-25,September,34.06,571.26
Murwara,2025-09-26,September,30.48,578.92
Murwara,2025-09-27,September,31.18,461.13
Murwara,2025-09-28,September,32.18,562.71
Murwara,2025-09-29,September,29.58,472.64
Murwara,2025-09-30,September,34.4,548.18
Murwara,2025-10-01,October,20.88,377.83
Murwara,2025-10-02,October,22.17,381.85
Murwara,2025-10-03,October,22.02,485.75
Murwara,2025-10-04,October,24.07,446.39
Murwara,2025-10-05,October,24.83,368.31
Murwara,2025-10-06,October,20.11,408.31
Murwara,2025-10-07,October,20.5,410.55
Murwara,2025-10-08,October,20.15,405.54
Murwara,2025-10-09,October,27.25,453.04
Murwara,2025-10-10,October,21.2,430.9
Murwara,2025-10-11,October,21.16,453.06
Murwara,2025-10-12,October,26.33,399.05
Murwara,2025-10-13,October,25.63,489.09
Murwara,2025-10-14,October,22.99,482.61
Murwara,2025-10-15,October,23.43,414.99
Murwara,2025-10-16,October,20.5,470.15
Murwara,2025-10-17,October,23.71,377.78
Murwara,2025-10-18,October,24.59,354.25
Murwara,2025-10-19,October,23.95,377.98
Murwara,2025-10-20,October,21.03,363.4
Murwara,2025-10-21,October,21.06,429.22
Murwara,2025-10-22,October,25.54,495.44
Murwara,2025-10-23,October,21.13,447.6
Murwara,2025-10-24,October,20.26,460.37
Murwara,2025-10-25,October,20.29,488.74
Murwara,2025-10-26,October,23.21,424.92
Murwara,2025-10-27,October,23.96,497.21
Murwara,2025-10-28,October,21.79,474.19
Murwara,2025-10-29,October,27.72,375.17
Murwara,2025-10-30,October,26.1,357.83
Murwara,2025-10-31,October,21.17,368.9
Murwara,2025-11-01,November,24.27,491.17
Murwara,2025-11-02,November,23.89,496.8
Murwara,2025-11-03,November,23.83,444.97
Murwara,2025-11-04,November,21.69,405.99
Murwara,2025-11-05,November,27.18,457.8
Murwara,2025-11-06,November,21.29,373.24
Murwara,2025-11-07,November,24.68,479.14
Murwara,2025-11-08,November,26.31,492.18
Murwara,2025-11-09,November,26.8,469.65
Murwara,2025-11-10,November,24.52,380.39
Murwara,2025-11-11,November,27.89,448.62
Murwara,2025-11-12,November,24.38,439.73
Murwara,2025-11-13,November,23.07,394.26
Murwara,2025-11-14,November,21.9,366.21
Murwara,2025-11-15,November,27.03,365.45
Murwara,2025-11-16,November,22.52,427.94
Murwara,2025-11-17,November,27.86,362.6
Murwara,2025-11-18,November,20.31,449.2
Murwara,2025-11-19,November,22.15,476.51
Murwara,2025-11-20,November,26.79,394.78
Murwara,2025-11-21,November,20.04,385.31
Murwara,2025-11-22,November,22.52,498.58
Murwara,2025-11-23,November,24.34,393.2
Murwara,2025-11-24,November,22.83,358.23
Murwara,2025-11-25,November,20.49,488.31
Murwara,2025-11-26,November,24.63,382.27
Murwara,2025-11-27,November,20.42,361.43
Murwara,2025-11-28,November,23.03,491.95
Murwara,2025-11-29,November,25.84,391.93
Murwara,2025-11-30,November,23.86,491.38
Murwara,2025-12-01,December,24.56,488.83
Murwara,2025-12-02,December,27.39,416.34
Murwara,2025-12-03,December,23.4,437.3
Murwara,2025-12-04,December,21.36,491.3
Murwara,2025-12-05,December,21.36,401.88
Murwara,2025-12-06,December,22.73,459.76
Murwara,2025-12-07,December,27.04,359.05
Murwara,2025-12-08,December,20.2,466.85
Murwara,2025-12-09,December,25.96,452.57
Murwara,2025-12-10,December,24.15,388.04
Murwara,2025-12-11,December,25.26,429.23
Murwara,2025-12-12,December,21.28,442.67
Murwara,2025-12-13,December,24.07,403.3
Murwara,2025-12-14,December,21.39,421.28
Murwara,2025-12-15,December,27.11,440.77
Murwara,2025-12-16,December,22.44,360.88
Murwara,2025-12-17,December,21.82,463.68
Murwara,2025-12-18,December,22.23,471.97
Murwara,2025-12-19,December,25.16,377.16
Murwara,2025-12-20,December,24.65,467.64
Murwara,2025-12-21,December,26.57,486.46
Murwara,2025-12-22,December,22.86,435.41
Murwara,2025-12-23,December,24.97,374.7
Murwara,2025-12-24,December,27.44,478.85
Murwara,2025-12-25,December,24.98,463.0
Murwara,2025-12-26,December,23.42,355.74
Murwara,2025-12-27,December,25.65,351.12
Murwara,2025-12-28,December,23.77,357.02
Murwara,2025-12-29,December,26.46,455.55
Murwara,2025-12-30,December,23.07,412.96
Murwara,2025-12-31,December,26.09,499.5
Bhind,2025-01-01,January,25.22,474.35
Bhind,2025-01-02,January,24.6,494.95
Bhind,2025-01-03,January,27.18,476.67
Bhind,2025-01-04,January,26.64,477.32
Bhind,2025-01-05,January,23.92,444.66
Bhind,2025-01-06,January,23.22,421.17
Bhind,2025-01-07,January,20.9,455.64
Bhind,2025-01-08,January,20.08,456.5
Bhind,2025-01-09,January,20.05,363.63
Bhind,2025-01-10,January,26.64,438.79
Bhind,2025-01-11,January,24.15,489.05
Bhind,2025-01-12,January,21.8,444.82
Bhind,2025-01-13,January,22.45,496.28
Bhind,2025-01-14,January,27.33,377.42
Bhind,2025-01-15,January,24.53,454.64
Bhind,2025-01-16,January,27.99,363.23
Bhind,2025-01-17,January,24.16,468.27
Bhind,2025-01-18,January,25.02,379.74
Bhind,2025-01-19,January,22.24,485.76
Bhind,2025-01-20,January,26.07,466.91
Bhind,2025-01-21,January,20.47,384.39
Bhind,2025-01-22,January,27.45,375.97
Bhind,2025-01-23,January,25.08,473.17
Bhind,2025-01-24,January,21.76,386.26
Bhind,2025-01-25,January,23.01,457.05
Bhind,2025-01-26,January,23.78,355.71
Bhind,2025-01-27,January,21.58,361.49
Bhind,2025-01-28,January,20.77,364.28
Bhind,2025-01-29,January,22.38,497.6
Bhind,2025-01-30,January,23.83,406.16
Bhind,2025-01-31,January,24.47,416.46
Bhind,2025-02-01,February,23.38,480.35
Bhind,2025-02-02,February,27.17,479.02
Bhind,2025-02-03,February,21.23,468.8
Bhind,2025-02-04,February,26.23,364.98
Bhind,2025-02-05,February,25.17,385.15
Bhind,2025-02-06,February,23.54,432.41
Bhind,2025-02-07,February,20.64,457.6
Bhind,2025-02-08,February,26.9,499.54
Bhind,2025-02-09,February,24.82,370.52
Bhind,2025-02-10,February,24.26,417.62
Bhind,2025-02-11,February,26.03,454.93
Bhind,2025-02-12,February,27.59,418.24
Bhind,2025-02-13,February,21.56,369.06
Bhind,2025-02-14,February,23.06,457.85
Bhind,2025-02-15,February,23.42,373.3
Bhind,2025-02-16,February,26.26,381.65
Bhind,2025-02-17,February,25.22,450.73
Bhind,2025-02-18,February,22.66,414.74
Bhind,2025-02-19,February,22.5,479.58
Bhind,2025-02-20,February,26.29,387.63
Bhind,2025-02-21,February,27.57,437.76
Bhind,2025-02-22,February,21.51,499.3
Bhind,2025-02-23,February,27.35,484.07
Bhind,2025-02-24,February,21.45,439.27
Bhind,2025-02-25,February,27.53,404.92
Bhind,2025-02-26,February,24.49,410.58
Bhind,2025-02-27,February,25.03,388.51
Bhind,2025-02-28,February,27.72,496.1
Bhind,2025-03-01,March,32.45,518.41
Bhind,2025-03-02,March,30.29,508.42
Bhind,2025-03-03,March,34.08,561.09
Bhind,2025-03-04,March,34.47,570.69
Bhind,2025-03-05,March,30.34,473.15
Bhind,2025-03-06,March,33.89,513.77
Bhind,2025-03-07,March,34.24,479.52
Bhind,2025-03-08,March,30.08,523.64
Bhind,2025-03-09,March,29.38,501.5
Bhind,2025-03-10,March,31.43,574.01
Bhind,2025-03-11,March,28.3,576.77
Bhind,2025-03-12,March,28.29,552.78
Bhind,2025-03-13,March,31.46,584.3
Bhind,2025-03-14,March,32.21,484.7
Bhind,2025-03-15,March,33.73,495.36
Bhind,2025-03-16,March,32.71,514.06
Bhind,2025-03-17,March,28.86,549.67
Bhind,2025-03-18,March,33.09,560.78
Bhind,2025-03-19,March,32.83,461.01
Bhind,2025-03-20,March,33.12,470.22
Bhind,2025-03-21,March,31.79,598.16
Bhind,2025-03-22,March,31.95,572.99
Bhind,2025-03-23,March,30.18,550.76
Bhind,2025-03-24,March,30.12,588.08
Bhind,2025-03-25,March,30.13,500.22
Bhind,2025-03-26,March,30.63,535.68
Bhind,2025-03-27,March,29.75,471.54
Bhind,2025-03-28,March,32.74,589.79
Bhind,2025-03-29,March,32.93,527.48
Bhind,2025-03-30,March,32.86,531.88
Bhind,2025-03-31,March,32.14,452.13
Bhind,2025-04-01,April,36.57,626.96
Bhind,2025-04-02,April,38.41,602.62
Bhind,2025-04-03,April,35.79,710.77
Bhind,2025-04-04,April,37.16,725.44
Bhind,2025-04-05,April,38.78,552.89
Bhind,2025-04-06,April,42.19,603.86
Bhind,2025-04-07,April,37.41,615.15
Bhind,2025-04-08,April,40.7,616.85
Bhind,2025-04-09,April,37.97,624.16
Bhind,2025-04-10,April,35.76,589.83
Bhind,2025-04-11,April,38.29,715.72
Bhind,2025-04-12,April,35.26,635.82
Bhind,2025-04-13,April,34.11,567.52
Bhind,2025-04-14,April,43.49,676.21
Bhind,2025-04-15,April,34.14,728.57
Bhind,2025-04-16,April,35.84,608.82
Bhind,2025-04-17,April,41.26,743.36
Bhind,2025-04-18,April,34.85,655.66
Bhind,2025-04-19,April,39.16,683.1
Bhind,2025-04-20,April,35.63,677.72
Bhind,2025-04-21,April,43.81,649.38
Bhind,2025-04-22,April,42.58,585.99
Bhind,2025-04-23,April,35.93,604.7
Bhind,2025-04-24,April,38.49,586.67
Bhind,2025-04-25,April,34.59,551.88
Bhind,2025-04-26,April,42.78,639.65
Bhind,2025-04-27,April,43.41,555.09
Bhind,2025-04-28,April,41.48,553.7
Bhind,2025-04-29,April,34.6,638.3
Bhind,2025-04-30,April,35.32,676.88
Bhind,2025-05-01,May,42.73,583.85
Bhind,2025-05-02,May,36.96,577.37
Bhind,2025-05-03,May,37.59,714.2
Bhind,2025-05-04,May,34.37,737.02
Bhind,2025-05-05,May,41.97,636.06
Bhind,2025-05-06,May,34.52,645.32
Bhind,2025-05-07,May,39.51,628.39
Bhind,2025-05-08,May,34.64,742.07
Bhind,2025-05-09,May,42.89,722.72
Bhind,2025-05-10,May,36.24,691.03
Bhind,2025-05-11,May,43.78,558.33
Bhind,2025-05-12,May,35.05,659.57
Bhind,2025-05-13,May,39.85,630.0
Bhind,2025-05-14,May,42.51,729.56
Bhind,2025-05-15,May,42.33,564.97
Bhind,2025-05-16,May,35.77,652.81
Bhind,2025-05-17,May,40.22,727.35
Bhind,2025-05-18,May,36.1,710.51
Bhind,2025-05-19,May,36.22,624.46
Bhind,2025-05-20,May,39.73,628.34
Bhind,2025-05-21,May,41.56,588.96
Bhind,2025-05-22,May,42.49,646.04
Bhind,2025-05-23,May,42.72,716.51
Bhind,2025-05-24,May,43.03,650.68
Bhind,2025-05-25,May,39.81,606.41
Bhind,2025-05-26,May,37.28,665.6
Bhind,2025-05-27,May,40.93,631.55
Bhind,2025-05-28,May,43.02,681.13
Bhind,2025-05-29,May,36.68,672.7
Bhind,2025-05-30,May,42.12,594.54
Bhind,2025-05-31,May,36.98,733.72
Bhind,2025-06-01,June,35.1,556.05
Bhind,2025-06-02,June,37.43,616.55
Bhind,2025-06-03,June,41.03,647.95
Bhind,2025-06-04,June,42.1,602.4
Bhind,2025-06-05,June,36.07,679.65
Bhind,2025-06-06,June,34.54,608.85
Bhind,2025-06-07,June,39.54,637.06
Bhind,2025-06-08,June,42.85,710.65
Bhind,2025-06-09,June,39.26,677.06
Bhind,2025-06-10,June,34.64,712.4
Bhind,2025-06-11,June,41.83,611.52
Bhind,2025-06-12,June,36.96,707.8
Bhind,2025-06-13,June,36.19,599.33
Bhind,2025-06-14,June,38.15,570.11
Bhind,2025-06-15,June,36.52,568.36
Bhind,2025-06-16,June,36.08,738.31
Bhind,2025-06-17,June,43.09,601.06
Bhind,2025-06-18,June,36.25,703.2
Bhind,2025-06-19,June,37.29,644.2
Bhind,2025-06-20,June,34.76,702.69
Bhind,2025-06-21,June,34.25,578.45
Bhind,2025-06-22,June,42.97,577.44
Bhind,2025-06-23,June,43.97,677.13
Bhind,2025-06-24,June,38.92,595.84
Bhind,2025-06-25,June,34.6,676.47
Bhind,2025-06-26,June,42.63,652.45
Bhind,2025-06-27,June,40.42,707.36
Bhind,2025-06-28,June,43.52,718.74
Bhind,2025-06-29,June,39.08,685.22
Bhind,2025-06-30,June,43.31,590.23
Bhind,2025-07-01,July,43.58,718.4
Bhind,2025-07-02,July,34.85,581.28
Bhind,2025-07-03,July,42.74,618.51
Bhind,2025-07-04,July,40.43,744.58
Bhind,2025-07-05,July,38.65,579.51
Bhind,2025-07-06,July,39.24,600.44
Bhind,2025-07-07,July,39.74,584.29
Bhind,2025-07-08,July,34.46,558.4
Bhind,2025-07-09,July,40.09,560.6
Bhind,2025-07-10,July,42.0,689.35
Bhind,2025-07-11,July,34.95,587.63
Bhind,2025-07-12,July,38.58,715.76
Bhind,2025-07-13,July,42.06,581.91
Bhind,2025-07-14,July,34.5,713.73
Bhind,2025-07-15,July,34.17,642.28
Bhind,2025-07-16,July,39.07,609.92
Bhind,2025-07-17,July,35.23,738.46
Bhind,2025-07-18,July,38.7,683.68
Bhind,2025-07-19,July,39.25,633.07
Bhind,2025-07-20,July,40.68,732.35
Bhind,2025-07-21,July,35.09,687.65
Bhind,2025-07-22,July,36.42,602.96
Bhind,2025-07-23,July,43.83,563.63
Bhind,2025-07-24,July,36.86,718.72
Bhind,2025-07-25,July,37.4,632.87
Bhind,2025-07-26,July,39.36,742.42
Bhind,2025-07-27,July,40.57,591.37
Bhind,2025-07-28,July,43.99,557.96
Bhind,2025-07-29,July,37.07,729.61
Bhind,2025-07-30,July,37.56,559.8
Bhind,2025-07-31,July,42.65,618.84
Bhind,2025-08-01,August,28.38,455.94
Bhind,2025-08-02,August,33.97,473.38
Bhind,2025-08-03,August,28.82,454.98
Bhind,2025-08-04,August,31.37,471.0
Bhind,2025-08-05,August,31.66,525.23
Bhind,2025-08-06,August,30.23,531.31
Bhind,2025-08-07,August,33.3,534.6
Bhind,2025-08-08,August,33.74,580.79
Bhind,2025-08-09,August,31.32,587.66
Bhind,2025-08-10,August,30.92,591.46
Bhind,2025-08-11,August,31.77,503.03
Bhind,2025-08-12,August,29.5,455.76
Bhind,2025-08-13,August,30.9,466.66
Bhind,2025-08-14,August,29.67,462.11
Bhind,2025-08-15,August,34.63,476.81
Bhind,2025-08-16,August,33.26,578.03
Bhind,2025-08-17,August,30.09,586.23
Bhind,2025-08-18,August,34.71,486.41
Bhind,2025-08-19,August,29.69,593.25
Bhind,2025-08-20,August,29.5,457.63
Bhind,2025-08-21,August,30.48,484.07
Bhind,2025-08-22,August,28.42,556.23
Bhind,2025-08-23,August,29.31,584.6
Bhind,2025-08-24,August,30.21,555.77
Bhind,2025-08-25,August,29.19,551.68
Bhind,2025-08-26,August,34.99,508.24
Bhind,2025-08-27,August,31.79,482.37
Bhind,2025-08-28,August,29.94,489.47
Bhind,2025-08-29,August,34.78,568.98
Bhind,2025-08-30,August,33.07,484.28
Bhind,2025-08-31,August,32.15,553.3
Bhind,2025-09-01,September,30.79,457.91
Bhind,2025-09-02,September,30.72,532.26
Bhind,2025-09-03,September,31.44,510.16
Bhind,2025-09-04,September,30.37,507.22
Bhind,2025-09-05,September,31.47,577.38
Bhind,2025-09-06,September,32.14,503.47
Bhind,2025-09-07,September,29.87,493.93
Bhind,2025-09-08,September,34.27,559.01
Bhind,2025-09-09,September,34.49,462.4
Bhind,2025-09-10,September,30.92,478.95
Bhind,2025-09-11,September,30.83,567.52
Bhind,2025-09-12,September,30.76,527.04
Bhind,2025-09-13,September,30.0,497.4
Bhind,2025-09-14,September,33.99,596.61
Bhind,2025-09-15,September,33.01,529.21
Bhind,2025-09-16,September,34.65,489.38
Bhind,2025-09-17,September,29.65,548.39
Bhind,2025-09-18,September,34.14,512.98
Bhind,2025-09-19,September,29.02,551.09
Bhind,2025-09-20,September,33.32,493.2
Bhind,2025-09-21,September,31.5,501.33
Bhind,2025-09-22,September,28.83,564.83
Bhind,2025-09-23,September,29.71,582.38
Bhind,2025-09-24,September,28.38,567.68
Bhind,2025-09-25,September,30.33,524.19
Bhind,2025-09-26,September,33.41,558.33
Bhind,2025-09-27,September,29.34,492.46
Bhind,2025-09-28,September,31.76,508.67
Bhind,2025-09-29,September,30.51,469.94
Bhind,2025-09-30,September,32.54,549.57
Bhind,2025-10-01,October,20.67,428.54
Bhind,2025-10-02,October,26.9,489.46
Bhind,2025-10-03,October,26.22,437.62
Bhind,2025-10-04,October,20.03,403.55
Bhind,2025-10-05,October,26.79,477.5
Bhind,2025-10-06,October,27.47,470.2
Bhind,2025-10-07,October,23.07,492.74
Bhind,2025-10-08,October,23.02,470.0
Bhind,2025-10-09,October,27.14,481.63
Bhind,2025-10-10,October,21.52,397.18
Bhind,2025-10-11,October,22.26,499.86
Bhind,2025-10-12,October,20.32,495.82
Bhind,2025-10-13,October,23.82,358.33
Bhind,2025-10-14,October,22.61,384.81
Bhind,2025-10-15,October,23.04,369.26
Bhind,2025-10-16,October,27.25,390.74
Bhind,2025-10-17,October,23.36,449.51
Bhind,2025-10-18,October,25.94,482.59
Bhind,2025-10-19,October,26.01,365.04
Bhind,2025-10-20,October,21.25,405.3
Bhind,2025-10-21,October,26.99,377.95
Bhind,2025-10-22,October,21.68,352.63
Bhind,2025-10-23,October,25.83,411.73
Bhind,2025-10-24,October,26.21,460.01
Bhind,2025-10-25,October,20.61,369.15
Bhind,2025-10-26,October,27.24,441.07
Bhind,2025-10-27,October,22.35,391.33
Bhind,2025-10-28,October,25.02,354.4
Bhind,2025-10-29,October,24.96,367.97
Bhind,2025-10-30,October,24.33,362.99
Bhind,2025-10-31,October,24.54,465.97
Bhind,2025-11-01,November,20.71,491.75
Bhind,2025-11-02,November,22.51,464.42
Bhind,2025-11-03,November,22.45,444.67
Bhind,2025-11-04,November,26.31,486.22
Bhind,2025-11-05,November,20.99,418.03
Bhind,2025-11-06,November,25.06,362.26
Bhind,2025-11-07,November,25.68,416.91
Bhind,2025-11-08,November,22.86,380.1
Bhind,2025-11-09,November,24.68,463.61
Bhind,2025-11-10,November,22.24,412.38
Bhind,2025-11-11,November,22.18,389.92
Bhind,2025-11-12,November,27.29,372.41
Bhind,2025-11-13,November,20.28,379.43
Bhind,2025-11-14,November,26.28,374.78
Bhind,2025-11-15,November,22.98,435.69
Bhind,2025-11-16,November,24.94,453.67
Bhind,2025-11-17,November,26.56,412.69
Bhind,2025-11-18,November,27.71,356.01
Bhind,2025-11-19,November,27.49,481.62
Bhind,2025-11-20,November,22.57,406.86
Bhind,2025-11-21,November,27.68,422.64
Bhind,2025-11-22,November,26.84,499.43
Bhind,2025-11-23,November,20.48,355.17
Bhind,2025-11-24,November,22.64,464.82
Bhind,2025-11-25,November,25.24,410.69
Bhind,2025-11-26,November,20.49,439.39
Bhind,2025-11-27,November,24.53,382.38
Bhind,2025-11-28,November,22.68,418.8
Bhind,2025-11-29,November,27.52,461.43
Bhind,2025-11-30,November,26.51,479.4
Bhind,2025-12-01,December,22.58,436.49
Bhind,2025-12-02,December,24.88,410.39
Bhind,2025-12-03,December,26.66,396.44
Bhind,2025-12-04,December,27.21,351.95
Bhind,2025-12-05,December,25.96,461.71
Bhind,2025-12-06,December,23.25,404.21
Bhind,2025-12-07,December,20.04,439.83
Bhind,2025-12-08,December,24.97,442.37
Bhind,2025-12-09,December,24.1,390.14
Bhind,2025-12-10,December,26.71,387.89
Bhind,2025-12-11,December,24.81,415.86
Bhind,2025-12-12,December,25.75,353.43
Bhind,2025-12-13,December,26.14,452.32
Bhind,2025-12-14,December,22.95,350.25
Bhind,2025-12-15,December,23.83,464.79
Bhind,2025-12-16,December,24.94,355.2
Bhind,2025-12-17,December,21.05,418.37
Bhind,2025-12-18,December,24.21,494.97
Bhind,2025-12-19,December,26.54,386.88
Bhind,2025-12-20,December,26.96,495.52
Bhind,2025-12-21,December,20.88,492.22
Bhind,2025-12-22,December,26.78,468.04
Bhind,2025-12-23,December,25.11,389.78
Bhind,2025-12-24,December,26.61,352.65
Bhind,2025-12-25,December,20.84,409.58
Bhind,2025-12-26,December,23.68,466.66
Bhind,2025-12-27,December,22.86,473.17
Bhind,2025-12-28,December,27.71,483.42
Bhind,2025-12-29,December,27.41,453.96
Bhind,2025-12-30,December,21.51,377.61
Bhind,2025-12-31,December,24.6,469.72
Chhindwara,2025-01-01,January,20.17,458.43
Chhindwara,2025-01-02,January,20.62,391.03
Chhindwara,2025-01-03,January,23.35,434.08
Chhindwara,2025-01-04,January,21.24,370.8
Chhindwara,2025-01-05,January,25.96,390.3
Chhindwara,2025-01-06,January,27.06,479.02
Chhindwara,2025-01-07,January,21.17,418.01
Chhindwara,2025-01-08,January,21.76,350.06
Chhindwara,2025-01-09,January,25.67,411.39
Chhindwara,2025-01-10,January,22.23,426.79
Chhindwara,2025-01-11,January,27.35,374.2
Chhindwara,2025-01-12,January,27.04,480.15
Chhindwara,2025-01-13,January,27.35,469.19
Chhindwara,2025-01-14,January,27.58,485.38
Chhindwara,2025-01-15,January,26.41,449.06
Chhindwara,2025-01-16,January,25.32,350.69
Chhindwara,2025-01-17,January,21.55,499.97
Chhindwara,2025-01-18,January,27.38,359.14
Chhindwara,2025-01-19,January,22.93,371.03
Chhindwara,2025-01-20,January,26.34,432.55
Chhindwara,2025-01-21,January,27.53,350.87
Chhindwara,2025-01-22,January,21.36,351.83
Chhindwara,2025-01-23,January,23.94,414.93
Chhindwara,2025-01-24,January,27.27,428.15
Chhindwara,2025-01-25,January,24.25,472.78
Chhindwara,2025-01-26,January,23.65,423.55
Chhindwara,2025-01-27,January,25.95,414.7
Chhindwara,2025-01-28,January,26.07,463.75
Chhindwara,2025-01-29,January,23.5,371.51
Chhindwara,2025-01-30,January,24.24,386.17
Chhindwara,2025-01-31,January,21.66,403.86
Chhindwara,2025-02-01,February,23.48,423.06
Chhindwara,2025-02-02,February,26.24,365.54
Chhindwara,2025-02-03,February,20.94,399.27
Chhindwara,2025-02-04,February,24.27,492.7
Chhindwara,2025-02-05,February,26.44,450.07
Chhindwara,2025-02-06,February,20.49,434.26
