City,Year,Month,Date,Temperature (°C),Total_Consumption_kWh
Khandwa,2022,October,09-10-2022,27.4,2842
Khandwa,2022,October,10-10-2022,26.5,2846
Khandwa,2022,October,11-10-2022,27.1,3179
Khandwa,2022,October,12-10-2022,27.1,3594
Khandwa,2022,October,13-10-2022,25.3,2535
Khandwa,2022,October,14-10-2022,28.1,4131
Khandwa,2022,October,15-10-2022,26.5,2010
Khandwa,2022,October,16-10-2022,24.8,3449
Khandwa,2022,October,17-10-2022,23.9,2367
Khandwa,2022,October,18-10-2022,25.1,4138
Khandwa,2022,October,19-10-2022,23.2,2335
Khandwa,2022,October,20-10-2022,22,2926
Khandwa,2022,October,21-10-2022,21,3359
Khandwa,2022,October,22-10-2022,22.7,2690
Khandwa,2022,October,23-10-2022,21.2,2777
Khandwa,2022,October,24-10-2022,23.3,3143
Khandwa,2022,October,25-10-2022,22.5,3039
Khandwa,2022,October,26-10-2022,21.4,4082
Khandwa,2022,October,27-10-2022,22.8,2907
Khandwa,2022,October,28-10-2022,23.8,3354
Khandwa,2022,October,29-10-2022,22.3,2032
Khandwa,2022,October,30-10-2022,23.9,2752
Khandwa,2022,October,31-10-2022,25.8,3141
Khandwa,2022,November,01-11-2022,20.7,2757
Khandwa,2022,November,02-11-2022,21.9,2874
Khandwa,2022,November,03-11-2022,21.6,3534
Khandwa,2022,November,04-11-2022,22.5,3064
Khandwa,2022,November,05-11-2022,22.7,2739
Khandwa,2022,November,06-11-2022,23,3733
Khandwa,2022,November,07-11-2022,23.1,2862
Khandwa,2022,November,08-11-2022,22,2575
Khandwa,2022,November,09-11-2022,22.5,2797
Khandwa,2022,November,10-11-2022,23.8,3456
Khandwa,2022,November,11-11-2022,23.4,4898
Khandwa,2022,November,12-11-2022,22.3,2475
Khandwa,2022,November,13-11-2022,21.8,1716
Khandwa,2022,November,14-11-2022,22,2595
Khandwa,2022,November,15-11-2022,19.4,3092
Khandwa,2022,November,16-11-2022,18.6,2910
Khandwa,2022,November,17-11-2022,18.8,2691
Khandwa,2022,November,18-11-2022,18.4,3701
Khandwa,2022,November,19-11-2022,17.4,3966
Khandwa,2022,November,20-11-2022,18.2,2860
Khandwa,2022,November,21-11-2022,17.6,2806
Khandwa,2022,November,22-11-2022,18.7,3513
Khandwa,2022,November,23-11-2022,17.4,3275
Khandwa,2022,November,24-11-2022,17,4203
Khandwa,2022,November,25-11-2022,17.8,3387
Khandwa,2022,November,26-11-2022,17.5,3358
Khandwa,2022,November,27-11-2022,17.8,3160
Khandwa,2022,November,28-11-2022,18.6,3433
Khandwa,2022,November,29-11-2022,19,4244
Khandwa,2022,November,30-11-2022,20.8,3059
Khandwa,2022,December,01-12-2022,14.7,3439
Khandwa,2022,December,02-12-2022,16.5,2383
Khandwa,2022,December,03-12-2022,16.5,2422
Khandwa,2022,December,04-12-2022,17,3267
Khandwa,2022,December,05-12-2022,17.7,3793
Khandwa,2022,December,06-12-2022,17.3,3351
Khandwa,2022,December,07-12-2022,18.2,3756
Khandwa,2022,December,08-12-2022,18.5,2999
Khandwa,2022,December,09-12-2022,18.8,3734
Khandwa,2022,December,10-12-2022,16.3,3259
Khandwa,2022,December,11-12-2022,16.5,2084
Khandwa,2022,December,12-12-2022,16.4,4552
Khandwa,2022,December,13-12-2022,15.5,3634
Khandwa,2022,December,14-12-2022,16.1,2968
Khandwa,2022,December,15-12-2022,14.9,4176
Khandwa,2022,December,16-12-2022,12.7,2550
Khandwa,2022,December,17-12-2022,12.7,2941
Khandwa,2022,December,18-12-2022,14.6,2793
Khandwa,2022,December,19-12-2022,12.3,3799
Khandwa,2022,December,20-12-2022,12.1,3223
Khandwa,2022,December,21-12-2022,11.4,3143
Khandwa,2022,December,22-12-2022,11.8,3572
Khandwa,2022,December,23-12-2022,11.5,3007
Khandwa,2022,December,24-12-2022,11.6,2326
Khandwa,2022,December,25-12-2022,12.6,2688
Khandwa,2022,December,26-12-2022,14.3,3432
Khandwa,2022,December,27-12-2022,12.5,2825
Khandwa,2022,December,28-12-2022,14.3,2867
Khandwa,2022,December,29-12-2022,12.9,2064
Khandwa,2022,December,30-12-2022,15.6,2485
Khandwa,2022,December,31-12-2022,15.6,3017
Khandwa,2023,January,01-01-2023,14.7,2917
Khandwa,2023,January,02-01-2023,13.6,2670
Khandwa,2023,January,03-01-2023,14.7,3831
Khandwa,2023,January,04-01-2023,16.6,3064
Khandwa,2023,January,05-01-2023,14.8,2453
Khandwa,2023,January,06-01-2023,15.2,3479
Khandwa,2023,January,07-01-2023,15,3627
Khandwa,2023,January,08-01-2023,15,1975
Khandwa,2023,January,09-01-2023,15.2,3237
Khandwa,2023,January,10-01-2023,16.8,3809
Khandwa,2023,January,11-01-2023,15.9,3502
Khandwa,2023,January,12-01-2023,15.5,3374
Khandwa,2023,January,13-01-2023,14.8,2635
Khandwa,2023,January,14-01-2023,13.1,3740
Khandwa,2023,January,15-01-2023,13,3139
Khandwa,2023,January,16-01-2023,12.1,2847
Khandwa,2023,January,17-01-2023,13,3268
Khandwa,2023,January,18-01-2023,12.7,3129
Khandwa,2023,January,19-01-2023,10.5,3379
Khandwa,2023,January,20-01-2023,9.8,3483
Khandwa,2023,January,21-01-2023,11.6,2410
Khandwa,2023,January,22-01-2023,10.2,3496
Khandwa,2023,January,23-01-2023,10.4,3441
Khandwa,2023,January,24-01-2023,10.3,2858
Khandwa,2023,January,25-01-2023,10.8,2864
Khandwa,2023,January,26-01-2023,10.9,3052
Khandwa,2023,January,27-01-2023,11.2,3244
Khandwa,2023,January,28-01-2023,12.3,2386
Khandwa,2023,January,29-01-2023,12.4,3180
Khandwa,2023,January,30-01-2023,11.4,3313
Khandwa,2023,January,31-01-2023,11.8,2590
Khandwa,2023,February,01-02-2023,16.8,3759
Khandwa,2023,February,02-02-2023,18.1,2792
Khandwa,2023,February,03-02-2023,19.1,3560
Khandwa,2023,February,04-02-2023,19.3,1860
Khandwa,2023,February,05-02-2023,19.3,4227
Khandwa,2023,February,06-02-2023,19.6,2088
Khandwa,2023,February,07-02-2023,19.3,3382
Khandwa,2023,February,08-02-2023,19.1,3372
Khandwa,2023,February,09-02-2023,18.2,3121
Khandwa,2023,February,10-02-2023,19.3,3405
Khandwa,2023,February,11-02-2023,18.1,3230
Khandwa,2023,February,12-02-2023,16.9,3123
Khandwa,2023,February,13-02-2023,15.1,3258
Khandwa,2023,February,14-02-2023,16.4,3326
Khandwa,2023,February,15-02-2023,15.5,3188
Khandwa,2023,February,16-02-2023,15.3,2952
Khandwa,2023,February,17-02-2023,13.9,3962
Khandwa,2023,February,18-02-2023,12.5,3017
Khandwa,2023,February,19-02-2023,13.4,2047
Khandwa,2023,February,20-02-2023,14.5,2658
Khandwa,2023,February,21-02-2023,13,4598
Khandwa,2023,February,22-02-2023,13.5,3524
Khandwa,2023,February,23-02-2023,13.5,3106
Khandwa,2023,February,24-02-2023,13.7,3155
Khandwa,2023,February,25-02-2023,13.8,2279
Khandwa,2023,February,26-02-2023,15,2179
Khandwa,2023,February,27-02-2023,14.5,3915
Khandwa,2023,February,28-02-2023,16.8,3073
Khandwa,2023,March,01-03-2023,22.9,3759
Khandwa,2023,March,02-03-2023,23.8,3728
Khandwa,2023,March,03-03-2023,24.7,3600
Khandwa,2023,March,04-03-2023,24.9,2688
Khandwa,2023,March,05-03-2023,24.1,2799
Khandwa,2023,March,06-03-2023,25.9,3339
Khandwa,2023,March,07-03-2023,25.5,2942
Khandwa,2023,March,08-03-2023,23.8,3115
Khandwa,2023,March,09-03-2023,25.3,3248
Khandwa,2023,March,10-03-2023,24.3,3739
Khandwa,2023,March,11-03-2023,23.8,3533
Khandwa,2023,March,12-03-2023,21.3,3069
Khandwa,2023,March,13-03-2023,24.4,3347
Khandwa,2023,March,14-03-2023,23.3,2912
Khandwa,2023,March,15-03-2023,21.9,3498
Khandwa,2023,March,16-03-2023,22.3,3332
Khandwa,2023,March,17-03-2023,21.3,3036
Khandwa,2023,March,18-03-2023,21.2,2420
Khandwa,2023,March,19-03-2023,19.1,3308
Khandwa,2023,March,20-03-2023,18.9,3120
Khandwa,2023,March,21-03-2023,19.2,3474
Khandwa,2023,March,22-03-2023,19.5,3507
Khandwa,2023,March,23-03-2023,18.9,3105
Khandwa,2023,March,24-03-2023,18.3,2754
Khandwa,2023,March,25-03-2023,19.3,3034
Khandwa,2023,March,26-03-2023,19.8,3050
Khandwa,2023,March,27-03-2023,19.8,3020
Khandwa,2023,March,28-03-2023,21.2,3398
Khandwa,2023,March,29-03-2023,21.9,3387
Khandwa,2023,March,30-03-2023,20.3,2751
Khandwa,2023,March,31-03-2023,21.8,3092
Khandwa,2023,April,01-04-2023,28.6,3853
Khandwa,2023,April,02-04-2023,28.8,3904
Khandwa,2023,April,03-04-2023,29.1,4568
Khandwa,2023,April,04-04-2023,31.1,4309
Khandwa,2023,April,05-04-2023,30.2,3881
Khandwa,2023,April,06-04-2023,30.6,4360
Khandwa,2023,April,07-04-2023,31.6,3793
Khandwa,2023,April,08-04-2023,29.9,5130
Khandwa,2023,April,09-04-2023,31.7,3779
Khandwa,2023,April,10-04-2023,30.3,3630
Khandwa,2023,April,11-04-2023,30.2,3881
Khandwa,2023,April,12-04-2023,29.1,4766
Khandwa,2023,April,13-04-2023,28.8,4840
Khandwa,2023,April,14-04-2023,28.1,5094
Khandwa,2023,April,15-04-2023,27.7,3633
Khandwa,2023,April,16-04-2023,25,3989
Khandwa,2023,April,17-04-2023,27.7,3799
Khandwa,2023,April,18-04-2023,26.3,5129
Khandwa,2023,April,19-04-2023,25.4,3813
Khandwa,2023,April,20-04-2023,25.7,3910
Khandwa,2023,April,21-04-2023,26.7,3272
Khandwa,2023,April,22-04-2023,25.8,3843
Khandwa,2023,April,23-04-2023,25.5,3109
Khandwa,2023,April,24-04-2023,25.7,4045
Khandwa,2023,April,25-04-2023,24.6,4426
Khandwa,2023,April,26-04-2023,26,3755
Khandwa,2023,April,27-04-2023,26.7,4709
Khandwa,2023,April,28-04-2023,27.1,4811
Khandwa,2023,April,29-04-2023,27.9,4004
Khandwa,2023,April,30-04-2023,27.4,3616
Khandwa,2023,May,01-05-2023,32.4,3273
Khandwa,2023,May,02-05-2023,33.5,4042
Khandwa,2023,May,03-05-2023,33.5,4185
Khandwa,2023,May,04-05-2023,32.9,4088
Khandwa,2023,May,05-05-2023,34.9,3283
Khandwa,2023,May,06-05-2023,35.1,4251
Khandwa,2023,May,07-05-2023,36.3,3572
Khandwa,2023,May,08-05-2023,35.3,3879
Khandwa,2023,May,09-05-2023,35.6,3460
Khandwa,2023,May,10-05-2023,35.3,3338
Khandwa,2023,May,11-05-2023,34.9,4118
Khandwa,2023,May,12-05-2023,33.1,4252
Khandwa,2023,May,13-05-2023,33.8,3441
Khandwa,2023,May,14-05-2023,32.2,3765
Khandwa,2023,May,15-05-2023,33,3567
Khandwa,2023,May,16-05-2023,32.5,3541
Khandwa,2023,May,17-05-2023,31.3,4303
Khandwa,2023,May,18-05-2023,31.4,4405
Khandwa,2023,May,19-05-2023,29.7,3729
Khandwa,2023,May,20-05-2023,29.3,3445
Khandwa,2023,May,21-05-2023,29.5,3868
Khandwa,2023,May,22-05-2023,29.6,4502
Khandwa,2023,May,23-05-2023,29,4706
Khandwa,2023,May,24-05-2023,29.1,3061
Khandwa,2023,May,25-05-2023,28.2,4769
Khandwa,2023,May,26-05-2023,29.2,3587
Khandwa,2023,May,27-05-2023,30.4,3624
Khandwa,2023,May,28-05-2023,31,4080
Khandwa,2023,May,29-05-2023,29.7,4841
Khandwa,2023,May,30-05-2023,30.9,4086
Khandwa,2023,May,31-05-2023,32.8,4015
Khandwa,2023,June,01-06-2023,34.1,3468
Khandwa,2023,June,02-06-2023,34.6,4955
Khandwa,2023,June,03-06-2023,36.3,3996
Khandwa,2023,June,04-06-2023,35.5,4077
Khandwa,2023,June,05-06-2023,35.7,4666
Khandwa,2023,June,06-06-2023,36.5,3555
Khandwa,2023,June,07-06-2023,36.3,3685
Khandwa,2023,June,08-06-2023,36.1,3987
Khandwa,2023,June,09-06-2023,36.9,5291
Khandwa,2023,June,10-06-2023,36.2,3835
Khandwa,2023,June,11-06-2023,36.9,3567
Khandwa,2023,June,12-06-2023,35.6,3736
Khandwa,2023,June,13-06-2023,35.7,4155
Khandwa,2023,June,14-06-2023,34.1,3963
Khandwa,2023,June,15-06-2023,33.3,4528
Khandwa,2023,June,16-06-2023,33.7,3365
Khandwa,2023,June,17-06-2023,34.4,3360
Khandwa,2023,June,18-06-2023,32.1,4229
Khandwa,2023,June,19-06-2023,31.4,4339
Khandwa,2023,June,20-06-2023,31.2,4255
Khandwa,2023,June,21-06-2023,31.6,4710
Khandwa,2023,June,22-06-2023,31.5,3972
Khandwa,2023,June,23-06-2023,29.9,3747
Khandwa,2023,June,24-06-2023,31.6,4710
Khandwa,2023,June,25-06-2023,30.6,3657
Khandwa,2023,June,26-06-2023,31.8,3880
Khandwa,2023,June,27-06-2023,31.8,4217
Khandwa,2023,June,28-06-2023,33.3,2971
Khandwa,2023,June,29-06-2023,32.7,4143
Khandwa,2023,June,30-06-2023,34.6,3394
Khandwa,2023,July,01-07-2023,33.9,2991
Khandwa,2023,July,02-07-2023,33.4,3597
Khandwa,2023,July,03-07-2023,35.4,3955
Khandwa,2023,July,04-07-2023,36.1,4276
Khandwa,2023,July,05-07-2023,35.9,4700
Khandwa,2023,July,06-07-2023,35.5,3727
Khandwa,2023,July,07-07-2023,35.9,4939
Khandwa,2023,July,08-07-2023,36.8,4083
Khandwa,2023,July,09-07-2023,37,4721
Khandwa,2023,July,10-07-2023,35.9,3981
Khandwa,2023,July,11-07-2023,34.7,4609
Khandwa,2023,July,12-07-2023,34.9,4462
Khandwa,2023,July,13-07-2023,34,4126
Khandwa,2023,July,14-07-2023,33.3,5104
Khandwa,2023,July,15-07-2023,33.2,2955
Khandwa,2023,July,16-07-2023,31,3586
Khandwa,2023,July,17-07-2023,32.7,3510
Khandwa,2023,July,18-07-2023,30.4,5165
Khandwa,2023,July,19-07-2023,30.6,4974
Khandwa,2023,July,20-07-2023,29.1,4525
Khandwa,2023,July,21-07-2023,30.2,3719
Khandwa,2023,July,22-07-2023,29,4148
Khandwa,2023,July,23-07-2023,30.2,3480
Khandwa,2023,July,24-07-2023,31.7,4094
Khandwa,2023,July,25-07-2023,31.4,3849
Khandwa,2023,July,26-07-2023,31.6,4009
Khandwa,2023,July,27-07-2023,30.3,4357
Khandwa,2023,July,28-07-2023,31.3,4378
Khandwa,2023,July,29-07-2023,32.5,4353
Khandwa,2023,July,30-07-2023,32.3,3089
Khandwa,2023,July,31-07-2023,32.8,4690
Khandwa,2023,August,01-08-2023,33.6,4641
Khandwa,2023,August,02-08-2023,32.4,4592
Khandwa,2023,August,03-08-2023,34.2,4314
Khandwa,2023,August,04-08-2023,34.6,4984
Khandwa,2023,August,05-08-2023,35.5,3827
Khandwa,2023,August,06-08-2023,34.2,4286
Khandwa,2023,August,07-08-2023,36.7,4490
Khandwa,2023,August,08-08-2023,33.8,4677
Khandwa,2023,August,09-08-2023,35.1,4197
Khandwa,2023,August,10-08-2023,33.3,2945
Khandwa,2023,August,11-08-2023,34.5,4306
Khandwa,2023,August,12-08-2023,32,4067
Khandwa,2023,August,13-08-2023,33.9,4285
Khandwa,2023,August,14-08-2023,32.8,4625
Khandwa,2023,August,15-08-2023,32.1,4527
Khandwa,2023,August,16-08-2023,31.8,4916
Khandwa,2023,August,17-08-2023,31.6,4058
Khandwa,2023,August,18-08-2023,28.8,5049
Khandwa,2023,August,19-08-2023,30.9,3764
Khandwa,2023,August,20-08-2023,29.3,3249
Khandwa,2023,August,21-08-2023,29,3854
Khandwa,2023,August,22-08-2023,29,4120
Khandwa,2023,August,23-08-2023,29.2,4038
Khandwa,2023,August,24-08-2023,29.1,4435
Khandwa,2023,August,25-08-2023,28.8,3371
Khandwa,2023,August,26-08-2023,29.3,3466
Khandwa,2023,August,27-08-2023,29.7,3099
Khandwa,2023,August,28-08-2023,29.7,3896
Khandwa,2023,August,29-08-2023,30.7,4237
Khandwa,2023,August,30-08-2023,32.9,3223
Khandwa,2023,August,31-08-2023,30.8,4176
Khandwa,2023,September,01-09-2023,27.4,4025
Khandwa,2023,September,02-09-2023,29.8,3979
Khandwa,2023,September,03-09-2023,32,3105
Khandwa,2023,September,04-09-2023,30,4462
Khandwa,2023,September,05-09-2023,32.3,3978
Khandwa,2023,September,06-09-2023,32.4,4249
Khandwa,2023,September,07-09-2023,32.5,4366
Khandwa,2023,September,08-09-2023,32,4165
Khandwa,2023,September,09-09-2023,31.7,4532
Khandwa,2023,September,10-09-2023,31.5,3774
Khandwa,2023,September,11-09-2023,32.6,5123
Khandwa,2023,September,12-09-2023,31.5,3369
Khandwa,2023,September,13-09-2023,30.6,4856
Khandwa,2023,September,14-09-2023,30.2,3872
Khandwa,2023,September,15-09-2023,27.6,3612
Khandwa,2023,September,16-09-2023,28.4,3155
Khandwa,2023,September,17-09-2023,27.4,4496
Khandwa,2023,September,18-09-2023,27,3175
Khandwa,2023,September,19-09-2023,27.4,4491
Khandwa,2023,September,20-09-2023,25.8,3489
Khandwa,2023,September,21-09-2023,26.1,4986
Khandwa,2023,September,22-09-2023,26.6,4836
Khandwa,2023,September,23-09-2023,26.9,4150
Khandwa,2023,September,24-09-2023,27.1,2992
Khandwa,2023,September,25-09-2023,26.9,3865
Khandwa,2023,September,26-09-2023,27.5,4623
Khandwa,2023,September,27-09-2023,27.3,4041
Khandwa,2023,September,28-09-2023,26.6,4865
Khandwa,2023,September,29-09-2023,27.6,4409
Khandwa,2023,September,30-09-2023,27.7,3622
Khandwa,2023,October,01-10-2023,25.5,3412
Khandwa,2023,October,02-10-2023,25.7,3478
Khandwa,2023,October,03-10-2023,27.1,4068
Khandwa,2023,October,04-10-2023,29.4,2456
Khandwa,2023,October,05-10-2023,27.6,3169
Khandwa,2023,October,06-10-2023,28.8,3228
Khandwa,2023,October,07-10-2023,27.4,2857
Khandwa,2023,October,08-10-2023,27.6,2766
Khandwa,2023,October,09-10-2023,26.7,4185
Khandwa,2023,October,10-10-2023,28.1,3045
Khandwa,2023,October,11-10-2023,27.5,2739
Khandwa,2023,October,12-10-2023,26.6,2990
Khandwa,2023,October,13-10-2023,25.9,3146
Khandwa,2023,October,14-10-2023,25.8,2682
Khandwa,2023,October,15-10-2023,25.8,3134
Khandwa,2023,October,16-10-2023,25.8,3019
Khandwa,2023,October,17-10-2023,23.6,4095
Khandwa,2023,October,18-10-2023,23.4,3497
Khandwa,2023,October,19-10-2023,24.2,3210
Khandwa,2023,October,20-10-2023,22.1,3070
Khandwa,2023,October,21-10-2023,20.8,3460
Khandwa,2023,October,22-10-2023,23.1,2839
Khandwa,2023,October,23-10-2023,22.4,3773
Khandwa,2023,October,24-10-2023,20.8,3915
Khandwa,2023,October,25-10-2023,22.2,2725
Khandwa,2023,October,26-10-2023,23.3,3304
Khandwa,2023,October,27-10-2023,22.2,3055
Khandwa,2023,October,28-10-2023,23.4,1822
Khandwa,2023,October,29-10-2023,23.2,2507
Khandwa,2023,October,30-10-2023,24.6,2903
Khandwa,2023,October,31-10-2023,25.4,3553
Khandwa,2023,November,01-11-2023,22.3,2674
Khandwa,2023,November,02-11-2023,22,2779
Khandwa,2023,November,03-11-2023,21.9,3491
Khandwa,2023,November,04-11-2023,23,2795
Khandwa,2023,November,05-11-2023,23.2,2400
Khandwa,2023,November,06-11-2023,22.4,2838
Khandwa,2023,November,07-11-2023,21.9,3061
Khandwa,2023,November,08-11-2023,23.6,3585
Khandwa,2023,November,09-11-2023,23.1,2749
Khandwa,2023,November,10-11-2023,23.4,2860
Khandwa,2023,November,11-11-2023,21.9,3931
Khandwa,2023,November,12-11-2023,20.9,3042
Khandwa,2023,November,13-11-2023,20.8,3480
Khandwa,2023,November,14-11-2023,20.6,3479
Khandwa,2023,November,15-11-2023,19.2,3177
Khandwa,2023,November,16-11-2023,18.4,2634
Khandwa,2023,November,17-11-2023,17.1,2650
Khandwa,2023,November,18-11-2023,19.4,1426
Khandwa,2023,November,19-11-2023,17.1,2933
Khandwa,2023,November,20-11-2023,17.9,2991
Khandwa,2023,November,21-11-2023,16.8,3369
Khandwa,2023,November,22-11-2023,15.4,2244
Khandwa,2023,November,23-11-2023,17.8,3811
Khandwa,2023,November,24-11-2023,18.2,3814
Khandwa,2023,November,25-11-2023,16.9,3459
Khandwa,2023,November,26-11-2023,17.6,2996
Khandwa,2023,November,27-11-2023,18.9,4659
Khandwa,2023,November,28-11-2023,19.8,3878
Khandwa,2023,November,29-11-2023,20.4,3181
Khandwa,2023,November,30-11-2023,20.2,2982
Khandwa,2023,December,01-12-2023,16.8,3261
Khandwa,2023,December,02-12-2023,15.9,3137
Khandwa,2023,December,03-12-2023,17.8,3627
Khandwa,2023,December,04-12-2023,17.8,3041
Khandwa,2023,December,05-12-2023,18,3023
Khandwa,2023,December,06-12-2023,17.5,3934
Khandwa,2023,December,07-12-2023,16.6,3475
Khandwa,2023,December,08-12-2023,18.4,3718
Khandwa,2023,December,09-12-2023,18.5,2717
Khandwa,2023,December,10-12-2023,17.7,1583
Khandwa,2023,December,11-12-2023,16.4,2211
Khandwa,2023,December,12-12-2023,17.2,3984
Khandwa,2023,December,13-12-2023,14.2,4232
Khandwa,2023,December,14-12-2023,16.7,3538
Khandwa,2023,December,15-12-2023,14.8,3323
Khandwa,2023,December,16-12-2023,14.1,2965
Khandwa,2023,December,17-12-2023,15.1,3649
Khandwa,2023,December,18-12-2023,13.5,2665
Khandwa,2023,December,19-12-2023,12.6,3644
Khandwa,2023,December,20-12-2023,12.5,2952
Khandwa,2023,December,21-12-2023,13.3,3327
Khandwa,2023,December,22-12-2023,12.1,3047
Khandwa,2023,December,23-12-2023,12.6,3034
Khandwa,2023,December,24-12-2023,13.3,2859
Khandwa,2023,December,25-12-2023,12,3951
Khandwa,2023,December,26-12-2023,12.1,2907
Khandwa,2023,December,27-12-2023,13.1,3110
Khandwa,2023,December,28-12-2023,14.3,2955
Khandwa,2023,December,29-12-2023,13.6,3712
Khandwa,2023,December,30-12-2023,14.2,2248
Khandwa,2023,December,31-12-2023,15,2489
Khandwa,2024,January,01-01-2024,12.7,3828
Khandwa,2024,January,02-01-2024,15.8,3548
Khandwa,2024,January,03-01-2024,15.1,4446
Khandwa,2024,January,04-01-2024,15.9,3514
Khandwa,2024,January,05-01-2024,16.7,3005
Khandwa,2024,January,06-01-2024,16,3126
Khandwa,2024,January,07-01-2024,16.9,2161
Khandwa,2024,January,08-01-2024,16.7,3111
Khandwa,2024,January,09-01-2024,17,3257
Khandwa,2024,January,10-01-2024,15.6,3296
Khandwa,2024,January,11-01-2024,15.3,2698
Khandwa,2024,January,12-01-2024,16,2483
Khandwa,2024,January,13-01-2024,14.9,1508
Khandwa,2024,January,14-01-2024,14.2,3204
Khandwa,2024,January,15-01-2024,11.5,3376
Khandwa,2024,January,16-01-2024,12.8,2673
Khandwa,2024,January,17-01-2024,11.1,3632
Khandwa,2024,January,18-01-2024,11.9,2991
Khandwa,2024,January,19-01-2024,10,3337
Khandwa,2024,January,20-01-2024,11.1,3296
Khandwa,2024,January,21-01-2024,9,2404
Khandwa,2024,January,22-01-2024,10.1,4076
Khandwa,2024,January,23-01-2024,10.4,2407
Khandwa,2024,January,24-01-2024,11.4,2541
Khandwa,2024,January,25-01-2024,11.2,4379
Khandwa,2024,January,26-01-2024,10.9,3384
Khandwa,2024,January,27-01-2024,9.7,3052
Khandwa,2024,January,28-01-2024,9.7,2500
Khandwa,2024,January,29-01-2024,10.9,3598
Khandwa,2024,January,30-01-2024,13.6,3422
Khandwa,2024,January,31-01-2024,14.4,3220
Khandwa,2024,February,01-02-2024,16.7,2903
Khandwa,2024,February,02-02-2024,17.5,3184
Khandwa,2024,February,03-02-2024,19.1,3070
Khandwa,2024,February,04-02-2024,18.9,3374
Khandwa,2024,February,05-02-2024,19.4,3129
Khandwa,2024,February,06-02-2024,18.7,3629
Khandwa,2024,February,07-02-2024,18.2,3429
Khandwa,2024,February,08-02-2024,19.8,4058
Khandwa,2024,February,09-02-2024,18.5,2564
Khandwa,2024,February,10-02-2024,20.4,3577
Khandwa,2024,February,11-02-2024,18,3528
Khandwa,2024,February,12-02-2024,17.6,2742
Khandwa,2024,February,13-02-2024,17,3389
Khandwa,2024,February,14-02-2024,16.5,3635
Khandwa,2024,February,15-02-2024,14.7,3104
Khandwa,2024,February,16-02-2024,12.9,3108
Khandwa,2024,February,17-02-2024,16.3,3072
Khandwa,2024,February,18-02-2024,12.1,3162
Khandwa,2024,February,19-02-2024,12.8,3377
Khandwa,2024,February,20-02-2024,12.5,3658
Khandwa,2024,February,21-02-2024,13.1,4017
Khandwa,2024,February,22-02-2024,13.9,3424
Khandwa,2024,February,23-02-2024,12.7,3415
Khandwa,2024,February,24-02-2024,12.2,2918
Khandwa,2024,February,25-02-2024,14,3121
Khandwa,2024,February,26-02-2024,13.8,3270
Khandwa,2024,February,27-02-2024,15.8,2811
Khandwa,2024,February,28-02-2024,16.3,2892
Khandwa,2024,February,29-02-2024,16,3181
Khandwa,2024,March,01-03-2024,21.8,3692
Khandwa,2024,March,02-03-2024,22.2,2363
Khandwa,2024,March,03-03-2024,22.8,3072
Khandwa,2024,March,04-03-2024,23.5,3285
Khandwa,2024,March,05-03-2024,24.2,3204
Khandwa,2024,March,06-03-2024,23.8,3167
Khandwa,2024,March,07-03-2024,26.1,3602
Khandwa,2024,March,08-03-2024,26.9,3009
Khandwa,2024,March,09-03-2024,25.1,3092
Khandwa,2024,March,10-03-2024,25.2,2243
Khandwa,2024,March,11-03-2024,23.8,3497
Khandwa,2024,March,12-03-2024,25.3,3203
Khandwa,2024,March,13-03-2024,22.4,3231
Khandwa,2024,March,14-03-2024,23.5,3260
Khandwa,2024,March,15-03-2024,21.3,3743
Khandwa,2024,March,16-03-2024,20.3,2377
Khandwa,2024,March,17-03-2024,20.5,2983
Khandwa,2024,March,18-03-2024,19.9,3258
Khandwa,2024,March,19-03-2024,19.3,3234
Khandwa,2024,March,20-03-2024,19.5,3868
Khandwa,2024,March,21-03-2024,18.2,3884
Khandwa,2024,March,22-03-2024,19.9,3813
Khandwa,2024,March,23-03-2024,19.5,3497
Khandwa,2024,March,24-03-2024,20.7,2697
Khandwa,2024,March,25-03-2024,19.1,2392
Khandwa,2024,March,26-03-2024,19.6,2972
Khandwa,2024,March,27-03-2024,19.4,3642
Khandwa,2024,March,28-03-2024,20.6,3476
Khandwa,2024,March,29-03-2024,20.1,3407
Khandwa,2024,March,30-03-2024,20.7,2741
Khandwa,2024,March,31-03-2024,21.1,3059
Khandwa,2024,April,01-04-2024,28.9,5106
Khandwa,2024,April,02-04-2024,29.3,4284
Khandwa,2024,April,03-04-2024,29.5,3897
Khandwa,2024,April,04-04-2024,30.5,4882
Khandwa,2024,April,05-04-2024,31.9,3782
Khandwa,2024,April,06-04-2024,31.3,3004
Khandwa,2024,April,07-04-2024,31,4411
Khandwa,2024,April,08-04-2024,30.3,4891
Khandwa,2024,April,09-04-2024,30.6,4705
Khandwa,2024,April,10-04-2024,31.2,4477
Khandwa,2024,April,11-04-2024,31.5,4497
Khandwa,2024,April,12-04-2024,30.6,4431
Khandwa,2024,April,13-04-2024,29.6,3725
Khandwa,2024,April,14-04-2024,28,4087
Khandwa,2024,April,15-04-2024,28.5,4303
Khandwa,2024,April,16-04-2024,26,3969
Khandwa,2024,April,17-04-2024,28.2,4616
Khandwa,2024,April,18-04-2024,25.8,4740
Khandwa,2024,April,19-04-2024,27.4,4610
Khandwa,2024,April,20-04-2024,25,3856
Khandwa,2024,April,21-04-2024,25.3,3804
Khandwa,2024,April,22-04-2024,24,4219
